Structure [idcode]	pKa	temp	method	type	group	basicOrAcidic	Row-ID	Neighbor Similarity OrgFunctions 96%	Neighbor Count	Neighbor	Neighbor Analysis X	Neighbor Analysis Y	t-SNE X	t-SNE Y	t-SNE Z	InChIKey	Total Molweight	Molweight	Monoisotopic Mass	cLogP	cLogS	H-Acceptors	H-Donors	Total Surface Area	Relative PSA	Polar Surface Area	Druglikeness	LE from pKa	LLE from pKa	LELP from pKa	Mutagenic	Tumorigenic	Reproductive Effective	Irritant	Nasty Functions	Shape Index	Molecular Flexibility	Molecular Complexity	Fragments	Non-H Atoms	Non-C/H Atoms	Metal-Atoms	Electronegative Atoms	Stereo Centers	Rotatable Bonds	Rings Closures	Small Rings	Aromatic Rings	Aromatic Atoms	sp3-Atoms	Symmetric atoms	Amides	Amines	Alkyl-Amines	Aromatic Amines	Aromatic Nitrogens	Basic Nitrogens	Acidic Oxygens	Stereo Configuration	Gini Selectivity Score	
eh^TNHHJFhDLDckg`@cClddlTTTRRaRbrRrRVTLtl|bRrJZzVfvVjijjj`hHfjjhxHlxhThth|hbhrH@@	3.12			a/apparent		basic	4800	0.98242	1	4818	-0.17986587	-0.60855573	-14.304161450224452	16.38404546923473	12.95746943320609	SFXPIFCJXFSPJO-QNRFVDRISA-M	473.525	473.525	473.138248	-2.1734	-2.952	9	0	300.16	0.30983	116.82	-0.69257	0.35361	10.679	-6.1464	none	low	none	none		0.36364	0.21802	1.1074	1	33	10	0	10	7	3	7	7	1	6	20	1	1	0	0	0	0	1	1	4 stereo isomers	0.93456	
eiY\@@H@LAAIRe]VUUUUUUUUUUpHZZjjjjjjjjjjjh@@	4.4	20	potentiometric	a2/apparent		basic	4801	0.96832; 1	2	6029; 4757	-0.11991952	0.7538356	6.417663168055768	-6.78066903231146	17.549180574519255	GDOHGLSJDNNPAK-UHFFFAOYSA-O	575.042	575.042	574.603922	12.126	-7.652	3	1	564.16	0.062801	22.26	-15.042	0.27961	-3.7695	43.367	none	none	none	none		0.80488	0.5704	0.56446	1	41	3	0	3	0	34	1	1	1	5	36	16	0	1	1	0	2	2	0		0.93175	
ejRX@@@@DiUUUUUUUUUUUjjjjjjjjjjjj@@@	11.0	25	conductometric	b/apparent		basic	4802	1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1	18	7848; 7852; 7680; 7590; 7546; 7424; 7310; 7225; 7223; 6788; 6349; 191; 2631; 2632; 3204; 4091; 4092; 4742	-0.5903564	0.3096362	12.229022775438729	3.1517650577100613	22.020933394321567	HKUFIYBZNQSHQS-UHFFFAOYSA-N	521.998	521.998	521.589949	14.951	-9.409	1	1	517.32	0.022153	12.03	-17.927	0.29509	-6.9927	50.667	none	none	none	none		1	0.54051	0.47083	1	37	1	0	1	0	34	0	0	0	0	37	18	0	1	1	0	0	1	0		0.93441	
ek`TL@@DH`IOLbbTTTRRTtVqVbRtBlbRrvNZ`jBjJjh@Bc@aFJr@@	8.78	25	potentiometric	a1/thermodynamic		basic	4807	0.97331; 0.97331; 0.98937; 0.97331; 0.98937; 0.97331; 0.97331; 0.97331	8	6799; 6798; 6796; 6797; 5831; 5500; 5498; 4765	-0.07233896	-0.2920861	-24.398716984288626	14.264523603818624	-10.093001177410127	LUDHRKIDSIBSKH-PMACEKPBSA-N	394.513	394.513	394.225643	3.6401	-4.309	5	1	310.11	0.15495	50.8	1.339	0.38112	4.4164	9.551	none	none	none	none		0.58621	0.40039	0.84746	1	29	5	0	5	3	7	4	5	2	12	14	2	1	1	1	0	0	1	0	meso	0.94331	
ek`TLH@CLfEM@LSHhdhdeMmDeDbhdjNDlbjmch@bijjjj@@hp\TRR`@	8.84	25	potentiometric	a1/thermodynamic		basic	4808	0.99021; 0.97331; 0.97331; 0.99021; 0.97331; 0.97533; 0.97533	7	6799; 6796; 5831; 5500; 5499; 4780; 4786	-0.11315393	-0.2949046	-24.229597107141863	14.282923589474553	-10.311495508133424	CDTFYDSDYGNUHU-OALUTQOASA-N	459.382	459.382	458.120504	3.959	-4.843	5	1	314.98	0.15255	50.8	0.99849	0.38098	4.0945	10.392	none	none	none	none		0.55172	0.39404	0.86725	1	29	6	0	6	3	6	4	5	2	12	13	2	1	1	1	0	0	1	0	meso	0.94081	
ek`\B@DHCL`DEMHIP{HihdieEmDeDbhdnADlbjmcf`@ijjjj@@hp\TRR`@	8.7	25	potentiometric	a1/thermodynamic		basic	4809	0.97533; 0.97533; 0.97331; 0.97331; 0.99094; 1	6	6803; 6802; 6796; 5831; 4834; 4810	-0.10579415	-0.23336466	-24.048341419392063	14.298889431957573	-10.532719251793036	TVMOWPYVFQYIEX-ROUUACIJSA-N	395.458	395.458	395.184507	1.4557	-4.451	7	1	297.76	0.22995	87.39	-2.3031	0.38131	6.6048	3.8176	none	none	none	none	aromatic nitro	0.55172	0.40288	0.85046	1	29	7	0	7	3	6	4	5	2	12	12	2	1	1	1	0	0	1	1	meso	0.94307	
ek`\B@DHKL`DFCHIP{HihhdhXUDeDbhdaMDlbjmcf``hZjjj@@hp\TRR`@	8.61	25	potentiometric	a1/thermodynamic		basic	4810	0.97533; 0.97533; 0.97331; 0.97331; 0.99094; 1	6	6803; 6802; 6796; 5831; 4834; 4809	-0.11519695	-0.25449127	-24.33141941435033	14.285579878969742	-10.173852445735978	BRCPZDIVTZZEHM-ROUUACIJSA-N	395.458	395.458	395.184507	1.4557	-4.451	7	1	297.76	0.22995	87.39	-2.3031	0.38152	6.6093	3.8155	none	none	none	none	aromatic nitro	0.55172	0.40288	0.86289	1	29	7	0	7	3	6	4	5	2	12	12	2	1	1	1	0	0	1	1	meso	0.94307	
ek`\L@@DHd`IOLbbTTTRRTRbqjbRtBlRrJvNZ`jBjJjh@Bc@aFJr@@	9.07	25	potentiometric	a1/thermodynamic		basic	4811	0.99094; 0.99094; 0.97533; 0.9771	4	6803; 6802; 5500; 4834	-0.07414596	-0.25411993	-24.1711699148415	14.283840831617585	-10.406849278675438	VEQVDXLDBIEVMC-OALUTQOASA-N	395.501	395.501	395.220892	2.5565	-4.085	6	2	304.87	0.2077	76.82	2.7619	0.38046	5.4859	6.7196	none	none	none	none		0.55172	0.39404	0.86187	1	29	6	0	6	3	6	4	5	2	12	13	2	1	2	1	1	0	1	0	meso	0.94238	
ekdX@@@@DjYfUeemwW}DcGOHjenmicj`j`BB@@@@h@@@	0.25	25	potentiometric	b/thermodynamic		basic	4812		0		0.87217045	-0.36621317	18.143112247103375	-1.666556377824825	15.539488438980008	DLLUNRTUYZTKKY-UHFFFAOYSA-N	375.514	375.514	375.198699	6.9588	-6.684	1	0	290.72	0.012211	3.24	0.086281	0.45424	2.6433	15.32	low	high	none	none		0.41379	0.31212	0.83102	1	29	1	0	1	2	3	6	6	4	22	6	9	0	1	0	1	0	0	0	unknown chirality	0.9459	
eklTB@@DB`MLilbbbTTRRbRRbRRSXTxdlRBjJZzFzvZjBhJhjjjjJYb`abbPaPar`J`@	5.86	19	mean from 2	b1/apparent		basic	4815	0.97867	1	6415	0.46748984	0.6125545	-14.288049952265599	16.391659239929627	12.938066738314355	RRKTZKIUPZVBMF-ACKGIMDHSA-N	394.469	394.469	394.189258	1.4535	-3.59	6	0	265.31	0.18899	51.24	4.6438	0.38943	6.7786	3.7324	none	low	none	none		0.37931	0.16495	1.081	1	29	6	0	6	6	2	7	7	1	6	18	0	1	1	1	0	0	1	0	racemate	0.94161	
eklTJHHCDhDLIA`@cClddlTRbRRRfRVRrTlL||rRjrJZzvNVfjjjjji@JjAcbaRbpapcpcH`@	7.54			a/apparent		basic	4816		0		0.88069576	0.34226656	-14.632621646971549	15.939334012792814	12.981803593501276	RMTIMVXJHIWNDV-GEOIWQQSSA-M	413.473	413.473	413.117118	-2.6909	-3.068	7	0	255.11	0.28615	98.36	-0.97231	0.38425	10.814	-7.003	none	none	none	none		0.37931	0.19357	1.0726	1	29	8	0	8	6	1	7	7	1	6	16	1	1	1	1	0	0	1	1	racemate	0.94699	
eklTJHHGHhDLOA`@cClddlbbbRTTNRfRJL\LRl|bJrzjZvNVjfjjjji@JjB`baPcR`raJ`@	7.53			a/apparent		basic	4817	0.98343	1	4799	-0.13737914	0.7398291	-14.61681852855635	15.934605007048978	12.97019793861176	DVRXSWWTTOLPFR-LXQXBXIXSA-M	413.473	413.473	413.117118	-2.5367	-2.726	7	0	254.81	0.28649	98.36	-0.58354	0.38428	10.66	-6.6012	none	none	none	none		0.31034	0.23637	1.09	1	29	8	0	8	6	1	7	7	1	6	16	1	1	1	1	0	0	1	1	unknown chirality	0.93702	
eklTJHHJFhDLDc`@cClddlTTTRRaRbrRvTLtl|bRrJZzVfvVjijjj`hHZjc`bsbaRcRcrbJcH`@	3.2			a/apparent		basic	4818	0.98242	1	4800	-0.16636664	-0.5933075	-14.614766986915095	15.953331359480721	12.974385663248514	CUWHUDRJCIUUFT-ODWBPKGLSA-M	413.473	413.473	413.117118	-2.0334	-2.916	7	0	255.64	0.28556	98.36	-1.4245	0.40186	10.528	-5.06	none	none	none	none		0.34483	0.19642	1.0925	1	29	8	0	8	7	1	7	7	1	6	16	1	1	0	0	0	0	1	1	4 stereo isomers	0.93747	
elVXD@@L`AlbdTTTRRRVuRRfbRrdLb\RBrn^j`B`B`jj`@j``@@	8.6	25	spectrophotometric	a1/apparent		basic	4822		0		-0.86303395	-0.39755967	-0.03486560759933941	-6.571839232039847	16.018941481264743	GUGOEEXESWIERI-UHFFFAOYSA-N	471.683	471.683	471.313729	6.2596	-5.386	3	2	381.2	0.078043	43.7	3.4429	0.31614	1.8059	19.8	none	none	none	none		0.54286	0.51927	0.74882	1	35	3	0	3	1	9	4	4	3	18	17	14	0	1	1	0	0	1	0	unknown chirality	0.93895	
emWRF@DDMBhPEmlRQ]nI{HheDdcDhedhdhhdceEDhTbJKGNajVVjjjZjZiYjjijfiic@`bbbczaDafbBJ@	7.6		spectrophotometric	a/apparent		basic	4825		0		0.48652688	-0.844203	-15.550238111721667	2.154542302384694	14.676503028871318	TYOWQSLRVAUSMI-SZAOLJTASA-L	592.734	592.734	592.326086	-0.5327	-5.44	10	3	460.55	0.2804	166.61	5.4048	0.25904	8.6519	-2.0565	none	none	none	none		0.4186	0.39287	0.95583	1	43	10	0	10	6	13	4	4	1	5	22	0	2	0	0	0	1	1	2	racemate	0.93472	
eobTF@@LI`DGJfnlbbTtTbRdTRLTRnQxTlJbFrFfVn^ZjBhJjajjibjXXhdhThBLbhFh@@	5.63			a/apparent		basic	4829		0		-0.67276007	-0.6616375	-14.646898632966263	15.930166729318568	12.977674513069218	HVUPNDMRYTUMME-KUXWGPKKSA-N	426.467	426.467	426.179088	0.7193	-3.21	8	2	281.02	0.28247	99.54	-0.95003	0.36507	7.5302	1.9703	none	none	none	none		0.32258	0.24185	1.1286	1	31	8	0	8	6	3	6	7	1	6	18	0	1	1	1	0	0	1	0	4 stereo isomers	0.94367	
eodVH@@JEGBem`DiWfY]{U]UeDTl|Jjn^jj`XHjjjjeb`@@	9.2	25	potentiometric	a2/apparent		basic	4831	1; 0.971; 0.971	3	4783; 4785; 4832	0.23194672	0.64507645	-8.622109662674626	-16.627726761641146	15.005294165917118	RHXWRGKDHVRNPZ-UHFFFAOYSA-N	424.591	424.591	424.295059	1.8041	-0.297	7	0	351.78	0.15004	51.35	3.5617	0.35564	6.2321	5.0729	none	none	none	none		0.6129	0.50092	0.81435	1	31	7	0	7	0	11	4	4	3	14	17	0	0	2	2	0	4	3	0		0.93529	
eodVH@HJEGBem`BiRe^YewmUuVTQRspjjyzjjA`bjjjjVJ@@@	4.9	25	potentiometric	a1/apparent		basic	4832	0.971; 1; 0.971	3	4783; 4785; 4831	0.24188694	0.6252527	-8.619704342220325	-16.64017812551474	15.002661984389	RHXWRGKDHVRNPZ-UHFFFAOYSA-O	425.599	425.599	425.302884	-0.3056	-0.297	7	1	365.82	0.18266	52.55	2.6867	0.36774	8.6154	-0.83101	none	none	none	none		0.6129	0.51105	0.81435	1	31	7	0	7	1	11	4	4	3	14	17	0	0	2	2	0	4	3	0	unknown chirality	0.93577	
eodXD@@I`ElbbdRbfVfdRrJrTrxDdtBrZFjjjjjjjjjjjeHJDBBJJBNBABEBCJ@jAb@@	10.34	25	potentiometric	a1/thermodynamic	NH(1+)	basic	4833		0		-0.92125183	0.34110495	-9.61942645324525	8.488428219886861	22.75226973723303	PHEAFXWTPITZPZ-QPXMILPXSA-N	433.718	433.718	433.391979	5.4139	-5.127	3	2	343.5	0.086608	43.7	5.5061	0.35339	2.5716	15.32	none	none	high	high		0.54839	0.35371	0.91193	1	31	3	0	3	10	7	4	4	0	0	31	2	0	1	1	0	0	1	0	racemate	0.9417	
eod\J@DHGJ`DACKHIP{HihdhdeMmDeDbhdnIBjfnkgf`BJfjjjh@Bc@IYHj@@	8.7	25	potentiometric	a1/thermodynamic		basic	4834	0.97533; 0.99094; 0.99094; 0.9771	4	5500; 4809; 4810; 4811	-0.09469815	-0.25375688	-24.02195176261189	14.264962873456634	-10.554376157305516	VHMRPJSIKPIXAE-ROUUACIJSA-N	425.483	425.483	425.195072	1.3857	-4.469	8	1	320.02	0.2452	96.62	-2.3031	0.35671	6.6748	3.8847	none	none	none	none	aromatic nitro	0.51613	0.41	0.8855	1	31	8	0	8	3	7	4	5	2	12	14	2	1	1	1	0	0	1	1	meso	0.9386	
eohVDHHLCDaighD@@cClddJbTRTVbaRfQRRt\|rn^VhHB@jJjjjB@@@	11.8	25	potentiometric	a1/apparent		basic	4835		0		-0.39338318	0.77174944	7.593693999644165	-12.673475826605724	12.342056625360206	BCPPELJMIJAESS-UHFFFAOYSA-N	447.626	447.626	447.254219	-0.6339	-1.735	8	3	340.04	0.20603	85.09	-2.3333	0.35085	8.562	-1.8067	high	high	none	none		0.54839	0.60518	0.808	1	31	9	0	9	0	5	3	2	2	10	18	7	1	5	4	1	0	4	0		0.94072	
eohX@@@@LdTTTRRVqRRRRRRRhxdlt\@@@BBjjjjj@@@@	5.5	25	potentiometric	a1/apparent		basic	4836	1; 1; 1; 1; 1; 1; 1	7	7189; 6021; 6020; 6019; 6017; 6018; 5007	-0.6000041	0.06436392	3.136277791437578	18.483455550654718	3.013592607964769	INDLBSRTZUPXGU-UHFFFAOYSA-N	417.678	417.678	417.339549	10.868	-8.376	1	0	373.64	0.02936	12.89	-20.014	0.36552	-2.6084	29.733	high	low	none	none		0.70968	0.43033	0.79548	1	31	1	0	1	0	16	3	3	3	14	17	6	0	0	0	0	1	0	0		0.94139	
fH`@@@	6.08	25	mean from 3	a1/apparent	COOH	basic	4837		0		-0.62654674	0.77478963	6.214507873451438	13.451415144583223	11.34610926466358	Unknown element(s): ?	0.00000	0.00000	0.00000000	0	-0.53	0	0	0	NaN	0	-1	11.271	8.2161	0	none	none	none	none	unwanted atom	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0.97624	
f`aHB@IJ]xDPdkJzloAU@ASW`@@	-0.81	25	spectrophotometric	a1/apparent		basic	4848	1	1	4847	-0.49470925	-0.66372246	8.399962979560184	-2.1518803634662294	-6.523672887155242	HAWPIJHYIUAXAT-UHFFFAOYSA-N	232.673	232.673	232.051573	3.1066	-3.315	4	1	194.05	0.25813	71.97	-7.7327	NaN	NaN	NaN	low	high	high	none	1,1-dinitrile	0.75	0.39266	0.55303	1	16	5	0	5	0	4	1	1	1	6	2	4	0	0	0	0	0	0	0		0.94245	
f`aH`@FR]xBDfye_eDihHHZ|@@	-0.96	20	spectrophotometric	b1/apparent	-NH2-	basic	4851	1	1	4850	-0.6714193	-0.5673728	7.9121572186775175	-8.434592936126808	-18.70348686474812	RQHWLNIWNUNYDJ-UHFFFAOYSA-N	214.184	214.184	214.049076	1.6029	-2.424	6	2	175.21	0.43508	109.27	-5.572	NaN	NaN	NaN	none	none	none	none	1,1-dinitrile	0.5625	0.37202	0.64597	1	16	6	0	6	0	3	1	1	1	6	1	2	0	0	0	0	0	0	1		0.94525	
f`aI@@IJ]xBSMkjr|Dt@EM^@@@	-0.77	25	spectrophotometric	a1/apparent		basic	4853	1	1	4852	0.37872937	0.677535	8.734959365107715	-1.01960062751719	-8.298682302210423	CALHPSDTGPNZIJ-UHFFFAOYSA-N	212.212	212.212	212.069811	1.989	-3.095	5	1	181.12	0.34855	89.04	-5.6427	NaN	NaN	NaN	high	none	none	none	1,1-dinitrile	0.6875	0.37202	0.56985	1	16	5	0	5	0	3	1	1	1	6	1	4	0	0	0	0	0	0	0		0.94243	
f`aI`BBJMxBAHxtiMrlwJ{sUTtttcADb@@	6.76	25	potentiometric	a2/apparent		basic	4854	0.9615; 1; 1; 0.9615; 1	5	6766; 6765; 6764; 4862; 4855	-0.32384953	-0.769752	-23.048319072446876	-2.254469468944016	14.233808093882553	XZWXFWBHYRFLEF-FSPLSTOPSA-N	226.235	226.235	226.106591	-3.9389	-0.525	7	3	174.83	0.52199	125.55	3.2572	0.70052	12.109	-5.6228	none	none	none	none		0.5625	0.59036	0.64904	1	16	7	0	7	2	5	1	1	1	5	6	0	1	1	1	0	2	2	1	racemate	0.94861	
f`aI`BBJ]xBAH{tiMrlvkYsUTtsT@@	7.08	25		a2/apparent		basic	4856	1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1	12	6231; 6230; 4861; 4860; 4859; 4635; 4636; 4637; 4638; 4639; 4857; 4858	-0.4795058	-0.42999753	-23.22881673379905	-3.5306699689867576	11.630407069815087	CQOVPNPJLQNMDC-UHFFFAOYSA-N	226.235	226.235	226.106591	-3.8438	-0.417	7	3	177.59	0.51388	125.55	2.8921	0.6988	11.994	-5.5006	none	none	none	none		0.625	0.61828	0.63297	1	16	7	0	7	1	6	1	1	1	5	6	0	1	1	1	0	2	2	1	unknown chirality	0.94576	
f`aI`BBJ]xBAH{tiMrlvkYsUTtsUCA@@	6.89	21	mean from 2	a2/apparent		basic	4857	1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1	12	6231; 6230; 4861; 4860; 4859; 4635; 4636; 4637; 4638; 4639; 4856; 4858	-0.4965662	-0.46163684	-23.22343820393517	-3.5292370222686267	11.617814555802257	CQOVPNPJLQNMDC-ZETCQYMHSA-N	226.235	226.235	226.106591	-3.8438	-0.417	7	3	177.59	0.51388	125.55	2.8921	0.69981	12.006	-5.4926	none	none	none	none		0.625	0.62616	0.63297	1	16	7	0	7	1	6	1	1	1	5	6	0	1	1	1	0	2	2	1	racemate	0.94577	
f`aI`BBJ]xBAH{tiMrlvkYsUTtuSCA@@	6.74	24.9	potentiometric	a2/apparent		basic	4858	1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1	12	6231; 6230; 4861; 4860; 4859; 4635; 4636; 4637; 4638; 4639; 4856; 4857	-0.5171731	-0.42792478	-23.25338853346768	-3.5664067695318113	12.420074839693502	CQOVPNPJLQNMDC-ZETCQYMHSA-N	226.235	226.235	226.106591	-3.8438	-0.417	7	3	177.59	0.51388	125.55	2.8921	0.70063	12.015	-5.4862	none	none	none	none		0.625	0.62616	0.63297	1	16	7	0	7	1	6	1	1	1	5	6	0	1	1	1	0	2	2	1	racemate	0.94576	
f`aI`DBJMxBAHyInUfyW^ZjfffdXHdP@	8.08	25	potentiometric	a3/apparent		basic	4862	1; 0.9615; 0.9615; 0.9615; 0.9615	5	6766; 6765; 6764; 4854; 4855	-0.30357018	-0.8058988	-23.049895521965624	-2.251981064984155	14.234545987574018	XZWXFWBHYRFLEF-FSPLSTOPSA-M	225.227	225.227	225.098766	-6.1384	-0.525	7	3	175.62	0.52414	123.93	3.9423	0.69388	14.231	-8.8465	none	none	none	none		0.5625	0.63283	0.64904	1	16	7	0	7	2	5	1	1	1	5	6	0	1	1	1	0	2	2	1	racemate	0.94934	
f`aI`DBJ]xBAHyInUfu[NZjffZ`@@	9.48	25		a1/apparent		basic	4863	1; 1; 1; 1; 1	5	6232; 4865; 4864; 4640; 4641	0.67956644	-0.5409075	-23.229255955749217	-3.5296442973039457	11.62393697941174	CQOVPNPJLQNMDC-UHFFFAOYSA-M	225.227	225.227	225.098766	-6.0433	-0.417	7	3	178.38	0.51603	123.93	4.4588	0.68793	14.066	-8.7848	none	none	none	none		0.625	0.62314	0.63297	1	16	7	0	7	1	6	1	1	1	5	6	0	1	1	1	0	2	2	1	unknown chirality	0.94678	
f`aI`DBJ]xBAHyInUfu[NZjffZhXH@@	9.61	21	mean from 2	a3/apparent		basic	4864	1; 1; 1; 1; 1	5	6232; 4640; 4641; 4865; 4863	0.66322356	-0.5699901	-23.21975894715612	-3.5287482012081473	11.630907014760833	CQOVPNPJLQNMDC-ZETCQYMHSA-M	225.227	225.227	225.098766	-6.0433	-0.417	7	3	178.38	0.51603	123.93	4.4588	0.68742	14.061	-8.7913	none	none	none	none		0.625	0.63096	0.63297	1	16	7	0	7	1	6	1	1	1	5	6	0	1	1	1	0	2	2	1	racemate	0.94678	
f`aI`DBJ]xBAHyInUfu[NZjffjXXH@@	9.35	24.9	potentiometric	a3/apparent		basic	4865	1; 1; 1; 1; 1	5	6232; 4640; 4641; 4863; 4864	0.7014175	-0.5482427	-23.23960849347843	-3.5637748737541277	12.398691585005615	CQOVPNPJLQNMDC-ZETCQYMHSA-M	225.227	225.227	225.098766	-6.0433	-0.417	7	3	178.38	0.51603	123.93	4.4588	0.68844	14.072	-8.7782	none	none	none	none		0.625	0.63096	0.63297	1	16	7	0	7	1	6	1	1	1	5	6	0	1	1	1	0	2	2	1	racemate	0.94676	
f`aP@@@NRi]UU^sjjjjjh@@	9.24	20	potentiometric	a/apparent		basic	4866	1; 1; 1; 1; 1; 0.97331; 1; 0.97331; 1; 1; 1	11	6984; 330; 385; 1057; 1304; 2288; 2376; 2441; 2603; 3193; 3302	0.77424103	0.073766485	4.668731672516239	-2.8942122518994964	18.714669165975938	JDPYFUWQIDYYKI-UHFFFAOYSA-N	226.406	226.406	226.240898	3.0348	-1.536	2	0	210.24	0.033771	6.48	-0.43104	0.68888	4.9995	4.4054	none	none	none	none		0.625	0.38493	0.42796	1	16	2	0	2	0	0	1	0	0	0	16	11	0	2	2	0	0	2	0		0.94458	
f`aPPFHF@awhRco\dwJzmwAM@AUS@@@	9.1		potentiometric	a2/apparent		basic	4868		0		0.57007694	-0.81242657	-19.187608806682775	5.271154363189028	4.475721747805396	YLRIJQHXHLYYBA-UHFFFAOYSA-M	223.207	223.207	223.071883	-4.0924	-2.271	6	1	170.75	0.42758	111.97	-9.9714	0.68945	12.133	-5.9357	none	none	none	none	aromatic nitro	0.6875	0.61019	0.57505	1	16	6	0	6	1	5	1	1	1	6	6	2	0	1	1	0	0	1	2	unknown chirality	0.96297	
f`aP`BHR@bDhyInUvU^BZ@Bjj@@@	1.06	25	spectrophotometric	b1/apparent	amine	basic	4870	1; 1; 1; 1	4	5597; 682; 683; 2144	0.2623975	-0.27961415	16.494240205802022	-2.850397566094858	6.859984607608367	GZCIRDMRXVOXPH-UHFFFAOYSA-N	222.287	222.287	222.136828	2.3558	-3.252	4	0	186.79	0.18186	49.06	-2.6454	0.76951	6.6189	3.0614	none	none	none	none	aromatic nitro	0.625	0.60028	0.56985	1	16	4	0	4	0	6	1	1	1	6	7	5	0	1	0	1	0	0	1		0.94498	
f`aP`DEZ@QTiLs]{LpTDDUUP@@	6.39	25	potentiometric	a1/apparent		basic	4871	1	1	4872	0.12857485	0.7634953	10.305626597006722	-23.369321501857524	5.906966011439656	PHCWUUITHXDIIW-UHFFFAOYSA-O	225.311	225.311	225.160303	-1.1523	-0.052	4	3	197.16	0.24011	48.14	1.2522	0.70262	9.3468	-1.64	none	none	none	none		0.625	0.51222	0.69203	1	16	4	0	4	0	4	1	1	1	6	10	2	0	2	2	0	0	2	0		0.94568	
f`aP`DIV@RtyEEEMdhcFB``bjj@@@	7.22	25	potentiometric	a1/apparent		basic	4872	1	1	4871	0.11738402	0.78195775	10.319291102942659	-23.18043929197253	5.910837402554563	GRBCQHDFWCSCPX-UHFFFAOYSA-O	225.311	225.311	225.160303	-1.1523	-0.052	4	3	197.16	0.24011	48.14	1.2522	0.69807	9.2938	-1.6507	none	none	none	low		0.5625	0.51222	0.68861	1	16	4	0	4	0	4	1	1	1	6	10	2	0	2	2	0	0	2	0		0.94562	
f`aQ@@DT@drlsJioMTEDT@@@	7.95	20	mean from 2	b1/apparent		basic	4875	1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1	15	6772; 6241; 6238; 6237; 6236; 6119; 6118; 5719; 5717; 5606; 5604; 5099; 4878; 4650; 4652	-0.3342	-0.05586982	-2.725066478524824	-19.34380936204381	7.552031254114383	DMRSJQHLNFZQHW-UHFFFAOYSA-N	220.315	220.315	220.157563	1.8133	-2.025	3	1	190.83	0.14699	32.34	6.0164	0.69448	6.2863	2.611	none	none	none	high		0.625	0.56798	0.55886	1	16	3	0	3	0	5	1	1	1	6	7	2	1	1	1	0	0	1	0		0.94823	
f`aQ@@DTAdTRRbbRQ]yjj`h@@@	8.07	25	potentiometric	a1/apparent	NH	basic	4876	1; 0.98006	2	6117; 6104	0.5644566	0.7723525	-2.391530279766276	-16.913322405553632	10.580798391312923	CUMDOJBQHHXABV-UHFFFAOYSA-N	220.315	220.315	220.157563	1.1788	-1.497	3	1	192.33	0.14584	32.34	6.08	0.69392	6.9143	1.6987	none	none	none	high		0.6875	0.6217	0.46544	1	16	3	0	3	0	6	1	1	1	6	7	4	1	1	1	0	0	1	0		0.94873	
f`aQ@@DTAdTRTRbbUtyj`bJH@@	8.01			a/thermodynamic		basic	4877	1; 1; 1; 1	4	6240; 6239; 2147; 4649	0.48928514	-0.5391448	-1.6249922488931683	-19.785786363345263	3.5295676006612475	XEQOXLQCLUERGF-UHFFFAOYSA-N	220.315	220.315	220.157563	1.9388	-2.701	3	2	191.99	0.1873	41.13	1.8776	0.6942	6.1576	2.7928	none	none	none	high		0.6875	0.51268	0.57248	1	16	3	0	3	0	5	1	1	1	6	7	3	1	1	1	0	0	1	0		0.94624	
f`aQ@@DTAdTRTTRRUtyj`hJH@@	8.13	20	potentiometric	a/thermodynamic		basic	4878	1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1	15	6772; 6241; 6238; 6237; 6236; 6119; 6118; 5719; 5717; 5606; 5604; 5099; 4650; 4652; 4875	-0.37267634	-0.076642826	-2.5286692163385336	-19.337044078935445	7.609402242429334	CTBHSLXUHNIPDV-UHFFFAOYSA-N	220.315	220.315	220.157563	1.8133	-2.025	3	1	190.83	0.14699	32.34	6.0164	0.69365	6.2766	2.6141	none	none	none	high		0.6875	0.56798	0.50791	1	16	3	0	3	0	5	1	1	1	6	7	4	1	1	1	0	0	1	0		0.94806	
f`aQ@@DTAdTRbbtRQLyjhHbH@@	7.32	25	potentiometric	a1/apparent		basic	4879		0		-0.5169953	0.7952596	-1.7212794549057588	-19.823287828355472	3.660790534742352	MVFGUOIZUNYYSO-UHFFFAOYSA-N	220.315	220.315	220.157563	1.9542	-2.735	3	2	190.73	0.18854	41.13	5.1726	0.69756	6.1813	2.8015	none	none	none	low		0.6875	0.50992	0.59188	1	16	3	0	3	1	5	1	1	1	6	7	0	1	1	1	0	0	1	0	unknown chirality	0.96048	
